6353435,141227,2,231339;231353,34163;34136
6070974,40636,0,,
6070978,27690,0,,
6070993,129757,0,,
6070998,40571,0,,
6071001,83669,0,,
6071009,111667,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6071012,38581,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6071041,116739,0,,
6071060,126611,0,,
6071062,20998,0,,
6071067,32162,6,231332;231299;244973;231338;231365;231339,34149;34112;34076;34163;34053;34174
6071072,54454,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6071091,33057,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6071095,32391,1,272895,34179
6071097,38723,6,231332;231299;231325;231355;244973;231365,34149;34164;34112;34165;34053;34174
6071106,31900,0,,
6071122,118857,2,231299;231338,34149;34076
6071132,6546,0,,
6071141,24813,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6071143,57023,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6071146,123911,0,,
6071165,96751,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6071168,50026,0,,
6071169,1105,1,231338,34076
6071172,20846,6,231332;231299;231345;231355;244973;231365,34149;34112;34170;34165;34053;34174
6071200,7664,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6071205,117089,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6071209,116851,4,231299;231325;231345;244973,34149;34164;34170;34174
6071210,114538,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6071223,110685,0,,
6071228,103502,6,231353;231332;231345;231325;244973;231338,34164;34112;34076;34170;34136;34174
6071234,62770,7,231332;231299;231345;231325;231355;231338;231365,34112;34149;34170;34164;34165;34076;34053
6071250,142126,2,231338;231353,34076;34136
6071251,131621,0,,
6071252,118342,6,231332;231299;231345;231325;231355;244973,34149;34164;34112;34170;34165;34174
6071265,6409,0,,
6071272,71927,0,,
6071277,118629,7,231332;231299;231345;231355;244973;231338;231365,34112;34149;34170;34165;34174;34076;34053
6071308,102173,7,231332;231299;231345;231325;231355;231338;231365,34112;34149;34170;34164;34165;34076;34053
6071326,64458,0,,
6071329,91037,7,231353;231332;231299;231345;231325;231355;231365,34136;34112;34149;34170;34164;34165;34053
6071343,121412,3,231299;231338;231339,34149;34076;34163
6071344,141785,2,231299;231338,34149;34076
6071359,121396,0,,
6071360,52687,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6071365,18015,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6071370,121079,7,231332;231299;231345;231325;231355;231338;231365,34149;34164;34112;34076;34170;34165;34053
6071383,95646,6,231332;231299;231345;231325;231355;244973,34149;34164;34112;34170;34165;34174
6071385,120872,2,231338;231353,34076;34136
6071388,13760,5,231353;231345;231325;231365;231339,34164;34163;34170;34136;34053
6071408,39626,0,,
6071421,127318,0,,
6071422,3738,6,231353;231332;231345;231325;231365;231339,34164;34112;34163;34170;34136;34053
6071430,39511,0,,
6184682,43703,0,,
6071449,139270,7,231332;231299;231345;231325;231355;231338;231339,34112;34149;34170;34164;34165;34076;34163
6071469,43225,0,,
6071490,43200,0,,
6071496,32119,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6071502,46055,0,,
6071514,129902,0,,
6071544,56799,0,,
6071575,33550,0,,
6071591,132847,7,231332;231299;231345;231355;244973;231338;231365,34112;34149;34170;34165;34174;34076;34053
6071598,14798,0,,
6071600,111894,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6071639,11202,0,,
6071646,12357,0,,
6071654,52996,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6071656,119538,0,,
6071660,42860,7,231332;231299;231345;231355;244973;231338;231365,34112;34149;34170;34165;34174;34076;34053
6071661,61450,7,231332;231299;231345;231325;231355;231338;231365,34149;34164;34112;34076;34170;34165;34053
6071665,11233,0,,
6071685,48974,0,,
6071687,114333,0,,
6071711,117884,0,,
6071713,7502,0,,
6071719,903,0,,
6071725,28703,0,,
6071741,41005,6,231332;231299;244973;231338;231365;231339,34149;34112;34076;34163;34053;34174
6071744,105513,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6071752,31371,7,231332;231299;231345;231325;231355;231338;231365,34149;34164;34112;34076;34170;34165;34053
6071758,75288,6,231332;231345;231325;231355;231338;231365,34164;34112;34076;34170;34165;34053
6071762,111325,6,231332;231299;244973;231338;231365;231339,34149;34112;34076;34163;34053;34174
6071767,116883,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6071772,99196,6,231332;231299;231345;231355;231338;231365,34149;34112;34076;34170;34165;34053
6071776,42002,0,,
6071783,126011,0,,
6071784,44576,6,231332;231299;231345;231325;231338;231365,34149;34164;34112;34076;34170;34053
6071790,130029,0,,
6071796,36531,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6071797,10577,6,231332;231299;231345;231355;244973;231365,34149;34112;34170;34165;34053;34174
6071806,63475,7,231332;231345;231325;231355;244973;231365;231339,34112;34170;34164;34165;34174;34053;34163
6071808,13522,0,,
6071823,35299,0,,
6071831,42087,2,231338;231353,34076;34136
6071838,46395,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6071871,51418,2,231299;231339,34149;34163
6071873,116155,1,272895,34179
6071876,41221,0,,
6071891,61300,6,231332;231299;231345;231325;231355;244973,34149;34164;34112;34170;34165;34174
6071902,103771,0,,
6071909,132732,7,231332;231299;231345;231355;244973;231338;231365,34112;34149;34170;34165;34174;34076;34053
6071912,3335,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6071922,110734,3,231299;231338;231339,34149;34076;34163
6071923,63825,7,231332;231299;231345;231355;244973;231338;231365,34112;34149;34170;34165;34174;34076;34053
6071928,44981,5,231332;231345;231325;231355;244973,34164;34112;34170;34165;34174
6071932,32219,6,231299;231345;231325;231355;244973;231365,34149;34164;34170;34165;34053;34174
6071936,284,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
6071955,34429,6,231353;231332;231345;231355;244973;231338,34112;34076;34170;34136;34165;34174
6071958,73113,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6071961,114280,6,231332;231299;231345;231355;244973;231365,34149;34112;34170;34165;34053;34174
6071969,9189,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6071979,149,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6071984,124332,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6071985,130131,4,231332;231338;231355;231365,34112;34076;34165;34053
6071987,64533,0,,
6071992,27450,6,231332;231299;244973;231338;231365;231339,34149;34112;34076;34163;34053;34174
6071993,119416,0,,
6072006,24541,0,,
6072023,28598,0,,
6072026,54528,0,,
6072027,15192,3,231299;231338;231339,34149;34076;34163
6072029,140690,2,231299;231338,34149;34076
6072031,33446,6,231353;231345;231325;244973;231365;231339,34164;34163;34170;34136;34053;34174
6072032,54111,0,,
6072035,128558,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
6072039,116683,0,,
6072049,40473,0,,
6072076,140899,0,,
6613455,118299,0,,
6072081,125923,0,,
6072082,56105,5,231353;231345;231325;231355;244973,34164;34170;34136;34165;34174
6072089,2321,1,272895,34179
6072091,12442,2,231299;231338,34149;34076
6072106,104153,0,,
6072119,2298,0,,
6072124,80233,2,231299;231338,34149;34076
6072136,132807,1,231299,34149
6072138,92044,0,,
6072159,1423,2,231338;231353,34076;34136
6072165,114260,0,,
6072170,85036,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6072178,302,0,,
6072184,13298,0,,
6072186,39963,0,,
6072195,769,0,,
6072211,42494,0,,
6072243,124398,6,231332;231299;231345;231355;231338;231365,34149;34112;34076;34170;34165;34053
6072251,50875,0,,
6072254,130423,7,231299;231345;231325;231355;244973;231365;231339,34149;34170;34164;34165;34174;34053;34163
6072256,74415,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6072258,61893,0,,
6339163,27571,0,,
6072261,105021,0,,
6072271,33462,7,231353;231332;231345;231325;231355;244973;231339,34136;34112;34170;34164;34165;34174;34163
6072292,130875,0,,
6072299,27533,0,,
6072305,83092,0,,
6072311,24345,7,231353;231332;231345;231325;231355;244973;231338,34136;34112;34170;34164;34165;34174;34076
6072312,117563,7,231332;231299;231345;231355;244973;231365;231339,34112;34149;34170;34165;34174;34053;34163
6072336,53705,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6072360,125040,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6072361,93492,2,231299;231338,34149;34076
6072385,110876,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6072386,89170,0,,
6072431,109929,0,,
6072439,20916,6,231332;231345;231355;244973;231338;231365,34112;34076;34170;34165;34053;34174
6072440,43089,0,,
6072447,37097,0,,
6072462,139576,0,,
6072467,61652,0,,
6072473,53004,0,,
6072474,109109,7,231332;231299;231345;231325;231355;231338;231365,34149;34164;34112;34076;34170;34165;34053
6072478,121572,2,231299;231338,34149;34076
6072504,41816,0,,
6072518,92622,0,,
6072520,5995,0,,
6072521,114585,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6072551,62442,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
6072556,57415,0,,
6072557,130286,0,,
6072559,105774,5,231332;231345;231325;231355;231338,34164;34112;34076;34170;34165
6100510,401,6,231332;231299;231345;231355;244973;231365,34149;34112;34170;34165;34053;34174
6072566,127277,0,,
6072570,48033,6,231353;231332;231345;231355;231365;231339,34112;34163;34170;34136;34165;34053
6072571,43925,0,,
6072577,27129,6,231332;231299;244973;231338;231365;231339,34149;34112;34076;34163;34053;34174
6072581,120798,0,,
6072597,46508,0,,
6072602,58539,0,,
6072617,71216,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6072618,21290,6,231332;231299;231345;231355;244973;231338,34149;34112;34076;34170;34165;34174
6072622,82609,7,231353;231332;231345;231325;231355;244973;231338,34136;34112;34170;34164;34165;34174;34076
6072624,41013,0,,
6072637,37153,0,,
6072655,43822,6,231332;231299;231345;231325;231355;244973,34149;34164;34112;34170;34165;34174
6072683,39559,0,,
6072687,132683,5,231353;231332;231345;231355;244973,34112;34170;34136;34165;34174
6072706,112733,0,,
6072728,138901,2,231299;231338,34149;34076
6072729,133206,5,231353;231332;231345;231325;231338,34164;34112;34076;34170;34136
6072740,118210,6,231299;231345;231325;231355;244973;231338,34149;34164;34076;34170;34165;34174
6072743,7368,5,231332;231345;244973;231338;231365,34112;34076;34170;34053;34174
6072744,49530,6,231332;231299;231345;231325;244973;231338,34149;34164;34112;34076;34170;34174
6072767,42835,0,,
6072801,114183,0,,
6072807,112170,0,,
6072813,47450,0,,
6072830,41070,0,,
6072858,94150,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6072860,35592,0,,
6072867,116198,7,231332;231299;231345;231325;231355;231338;231365,34149;34164;34112;34076;34170;34165;34053
6072870,114787,0,,
6072884,50413,0,,
6072908,2036,7,231353;231332;231345;231325;231355;244973;231338,34136;34112;34170;34164;34165;34174;34076
6072911,5644,0,,
6072938,135289,0,,
6072962,122071,7,231332;231299;231345;231325;231355;244973;231365,34112;34149;34170;34164;34165;34174;34053
6072975,33420,1,231339,34163
6072983,43470,7,231332;231299;231345;231325;231355;231338;231365,34149;34164;34112;34076;34170;34165;34053
6073016,40553,0,,
6073017,38088,7,231332;231299;231345;231325;231355;231338;231365,34149;34164;34112;34076;34170;34165;34053
6073020,121813,0,,
6073025,43849,0,,
6073040,35303,6,231345;231325;231355;244973;231365;231339,34164;34163;34170;34165;34053;34174
6073076,15277,6,231332;231299;231345;231355;244973;231338,34149;34112;34076;34170;34165;34174
6073077,17460,0,,
6073079,66167,6,231332;231299;231345;231325;244973;231338,34149;34164;34112;34076;34170;34174
6073095,39465,0,,
6073102,111624,2,231299;231338,34149;34076
6073141,4920,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6073147,121456,0,,
6073149,53642,0,,
6073151,50795,0,,
6073163,2239,7,231332;231299;231345;231325;231355;231338;231365,34149;34164;34112;34076;34170;34165;34053
6073169,2551,0,,
6073200,57197,7,231353;231332;231345;231325;231355;244973;231338,34136;34112;34170;34164;34165;34174;34076
6073204,12142,0,,
6073214,32226,0,,
6073219,106891,7,231353;231332;231345;231325;231355;244973;231338,34136;34112;34170;34164;34165;34174;34076
6073230,63170,0,,
6073240,44227,3,231299;231338;231339,34149;34076;34163
6073248,8499,6,231332;231299;231345;231325;231355;244973,34149;34164;34112;34170;34165;34174
6073264,109712,6,231332;231299;231345;231355;244973;231338,34149;34112;34076;34170;34165;34174
6073278,136096,5,231332;231299;231345;231355;244973,34149;34112;34170;34165;34174
6073293,105623,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
6073300,33540,0,,
6073302,60927,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
6073308,32477,7,231353;231332;231299;231345;231325;231355;244973,34136;34112;34149;34170;34164;34165;34174
6073321,112352,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6073364,25920,1,231299,34149
6073385,133345,1,272895,34179
6073392,114593,6,231332;231299;231345;231325;244973;231338,34149;34164;34112;34076;34170;34174
6073412,48819,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
6073414,42469,5,231299;231345;231325;231355;244973,34149;34164;34170;34165;34174
6073420,32938,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6073434,24381,0,,
6073439,27720,6,231332;231299;231345;231355;244973;231365,34149;34112;34170;34165;34053;34174
6073440,115913,4,231325;231332;231338;231345,34164;34112;34076;34170
6073443,13799,0,,
6073452,106746,0,,
6073456,60545,0,,
6073459,141551,0,,
6073549,44699,6,231299;244973;231338;231365;272895;231339,34149;34076;34163;34053;34174;34179
6073558,124080,6,231332;231299;244973;231338;231365;231339,34149;34112;34076;34163;34053;34174
6073571,67366,3,231299;231338;231339,34149;34076;34163
6073607,7823,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6073652,54196,0,,
6073653,35572,0,,
6073672,33597,0,,
6670331,115101,0,,
6073686,134046,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
6073689,73813,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6073696,20211,6,231299;231345;231325;231355;244973;231365,34149;34164;34170;34165;34053;34174
6073701,44118,0,,
6073714,61699,0,,
6073769,141954,5,231353;231332;231345;231355;244973,34112;34170;34136;34165;34174
6073770,25007,1,272895,34179
6073775,94248,6,231332;231299;231345;231325;244973;231338,34149;34164;34112;34076;34170;34174
6073782,114433,0,,
6073819,114473,0,,
6073820,121073,0,,
6073835,138420,0,,
6073836,120840,7,231353;231332;231345;231325;231355;231365;231339,34136;34112;34170;34164;34165;34053;34163
6073847,1097,0,,
6307427,119265,0,,
6073857,28086,5,231332;231299;231345;231355;231338,34149;34112;34076;34170;34165
6073859,130812,8,231332;231299;231345;231325;231355;231338;231365;272895,34112;34149;34170;34164;34165;34076;34053;34179
6073871,23742,0,,
6073877,141734,7,231345;231325;231355;244973;231338;231365;231339,34170;34164;34165;34174;34076;34053;34163
6073885,23717,0,,
6073898,21275,7,231299;231345;231325;231355;244973;231338;231365,34149;34170;34164;34165;34174;34076;34053
6073900,47851,6,231332;231299;231345;231355;244973;231338,34149;34112;34076;34170;34165;34174
6073901,61715,5,231332;231299;231345;244973;231338,34149;34112;34076;34170;34174
6073903,25455,0,,
6073913,94123,0,,
6073917,48544,3,231299;231338;231339,34149;34076;34163
6073944,25733,0,,
6073951,15923,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6073958,7562,0,,
6073959,36230,0,,
6073981,86015,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6073985,120926,0,,
6074019,39483,6,231332;231345;231325;231355;231338;231365,34164;34112;34076;34170;34165;34053
6074021,32485,0,,
6074051,14628,7,231332;231299;231345;231325;231355;231338;231365,34149;34164;34112;34076;34170;34165;34053
6074055,27732,0,,
6074068,117730,0,,
6074071,57009,0,,
6074102,64058,0,,
6074112,109613,0,,
6074118,62537,7,231332;231299;231345;244973;231338;231365;231339,34112;34149;34170;34174;34076;34053;34163
6074123,27596,0,,
6074160,63503,0,,
6074165,33515,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6074174,103775,0,,
6074180,123155,1,272895,34179
6074188,65825,6,231332;231299;244973;231338;231365;231339,34149;34112;34076;34163;34053;34174
6074233,124933,0,,
6074237,24582,6,231332;231299;231345;231355;244973;231365,34149;34112;34170;34165;34053;34174
6074263,75727,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6074268,123891,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
6074292,1655,0,,
6074329,61824,2,231299;231353,34149;34136
6074338,101497,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
6074353,45916,0,,
6074412,77158,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6074422,18645,6,231332;231299;244973;231338;231365;231339,34149;34112;34076;34163;34053;34174
6074428,45597,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6074433,36237,0,,
6074436,117030,0,,
6074472,34862,0,,
6074505,118525,5,231332;231345;231325;231338;231365,34164;34112;34076;34170;34053
6074521,82530,1,272895,34179
6074534,48832,4,231332;244973;231338;231339,34112;34076;34163;34174
6074556,62274,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
6074567,125917,6,231332;231299;231345;231325;231355;244973,34149;34164;34112;34170;34165;34174
6074610,2516,0,,
6074612,139018,6,231332;231299;244973;231338;231365;231339,34149;34112;34076;34163;34053;34174
6074630,27672,0,,
6074638,133836,0,,
6074663,39823,6,231332;231299;244973;231338;231365;231339,34149;34112;34076;34163;34053;34174
6074676,63229,5,231332;231299;231345;231355;231365,34149;34112;34170;34165;34053
6074688,137572,3,231299;231338;231339,34149;34076;34163
6074705,41611,0,,
6074707,118953,6,231353;231332;231345;231325;231355;231338,34164;34112;34076;34170;34136;34165
6074728,76091,0,,
6074730,22218,6,231332;231345;231325;231355;231338;231365,34164;34112;34076;34170;34165;34053
6074753,13236,0,,
6074769,119,5,231332;231299;231325;244973;231338,34149;34164;34112;34076;34174
6074772,60544,0,,
6074806,114485,0,,
6074819,130224,6,231299;244973;231338;231365;272895;231339,34149;34076;34163;34053;34174;34179
6074821,32889,0,,
6074860,5144,6,231332;231299;231345;231355;244973;231338,34149;34112;34076;34170;34165;34174
6074871,87797,0,,
6074888,8899,0,,
6074893,95121,0,,
6074923,32114,7,231353;231332;231345;231325;231355;244973;231365,34136;34112;34170;34164;34165;34174;34053
6074930,142129,0,,
6074944,101623,0,,
6074964,112934,0,,
6074992,22278,0,,
6075026,41028,0,,
6075033,19208,0,,
6075054,129884,0,,
6075085,69720,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
6075089,100616,0,,
6075116,90651,6,231332;231299;244973;231338;231365;231339,34149;34112;34076;34163;34053;34174
6075117,111730,6,231332;231299;231345;231325;231338;231365,34149;34164;34112;34076;34170;34053
6075141,22988,0,,
6075151,116506,0,,
6075159,19359,6,231332;231299;231345;231325;231355;231365,34149;34164;34112;34170;34165;34053
6075209,124478,2,231299;231353,34149;34136
6075220,109977,0,,
6764000,3942,0,,
6075272,4770,6,231332;231299;231345;231325;231355;244973,34149;34164;34112;34170;34165;34174
6075307,29371,7,231353;231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34136;34165;34174
6075328,123715,0,,
6075333,96193,6,231332;231299;231345;231355;244973;231365,34149;34112;34170;34165;34053;34174
6075377,29831,6,231332;231299;231345;231325;244973;231338,34149;34164;34112;34076;34170;34174
6075391,117845,5,231332;231345;231325;231338;231365,34164;34112;34076;34170;34053
6075398,7552,7,231332;231299;231345;231325;231355;231338;231365,34112;34149;34170;34164;34165;34076;34053
6075405,103674,3,231299;231338;231339,34149;34076;34163
6075486,116319,0,,
6075497,3210,6,231299;244973;231338;231365;272895;231339,34149;34076;34163;34053;34174;34179
6075526,120126,6,231299;231325;231332;231338;231345;244973,34149;34164;34112;34076;34170;34174
6075538,62245,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6075545,44668,0,,
6075608,92613,2,231299;231339,34149;34163
6075609,59982,7,231353;231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34136;34165;34174
6075618,52593,1,272895,34179
6075627,34812,1,231338,34076
6075633,64467,1,272895,34179
6075654,64512,0,,
6075663,60493,0,,
6075676,37222,2,231299;231338,34149;34076
6075681,114586,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6075691,121355,5,231299;231345;231355;244973;231338,34149;34076;34170;34165;34174
6868082,1462,3,231299;231338;231339,34149;34076;34163
6075738,34736,0,,
6075802,44230,0,,
6075807,35845,0,,
6075809,13548,0,,
6075813,13126,0,,
6075852,117311,6,231332;231299;231345;231325;231355;231338,34149;34164;34112;34076;34170;34165
6075889,119878,0,,
6075938,101426,5,231332;231345;231325;231355;244973,34164;34112;34170;34165;34174
6075953,140023,0,,
6075962,19703,0,,
6075991,41094,0,,
6076012,60629,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6076020,6641,0,,
6076035,54686,0,,
6076037,116157,6,231332;231345;231325;231355;244973;231365,34164;34112;34170;34165;34053;34174
6076043,34047,0,,
6076048,63680,0,,
6076051,100,1,272895,34179
6076067,3123,5,231332;231299;231345;231325;231338,34149;34164;34112;34076;34170
6076079,52424,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6076091,45258,7,231353;231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34136;34165;34174
6076094,32960,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6076120,47440,0,,
6076123,84354,1,272895,34179
6076125,44553,0,,
6076132,118660,0,,
6076173,21767,7,231332;231299;231345;231325;231355;231338;231365,34112;34149;34170;34164;34165;34076;34053
6076195,141902,0,,
6076200,141088,0,,
6076201,64305,6,231332;231299;231345;231355;244973;231365,34149;34112;34170;34165;34053;34174
6076232,73461,1,272895,34179
6076244,38642,0,,
6076246,12668,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6076276,61508,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6411564,114463,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6076302,119767,0,,
6076306,15728,0,,
6076323,2135,0,,
6076338,93045,6,231332;231299;231345;231355;244973;231365,34149;34112;34170;34165;34053;34174
6076341,44138,0,,
6076342,36957,0,,
6076361,8333,0,,
6219376,18835,0,,
6076396,142133,6,231332;231345;231325;244973;231338;231365,34164;34112;34076;34170;34053;34174
6076427,124185,0,,
6076470,4589,3,231299;231338;231339,34149;34076;34163
6076477,50595,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
6076480,121404,6,231353;231332;231345;231355;231338;231365,34112;34076;34170;34136;34165;34053
6076498,134169,0,,
6076503,51557,1,272895,34179
6076551,24509,5,231332;231325;244973;231338;231365,34164;34112;34076;34053;34174
6076554,119552,0,,
6076558,6623,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
6076609,114588,0,,
6076634,54572,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6076707,78093,0,,
6076723,3100,3,231299;231338;231339,34149;34076;34163
6076744,116641,0,,
6076810,121638,6,231332;231299;231345;231325;231355;244973,34149;34164;34112;34170;34165;34174
6076813,113449,6,231332;231299;231345;231325;231355;244973,34149;34164;34112;34170;34165;34174
6076824,32133,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6076841,30023,0,,
6076849,62738,0,,
6076867,72881,0,,
6076896,117577,0,,
6076903,62222,0,,
6076944,88066,0,,
6076967,113502,7,231353;231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34136;34165;34174
6076993,92339,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6076996,82034,0,,
6077002,48001,0,,
6077016,5801,0,,
6077056,5900,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6077060,14440,0,,
6077083,63206,0,,
6077088,48675,0,,
6077108,55377,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6077145,26278,2,231299;231338,34149;34076
6077172,116196,6,231332;231345;231355;244973;231338;231365,34112;34076;34170;34165;34053;34174
6077187,19769,7,231332;231299;231345;231355;244973;231338;231365,34112;34149;34170;34165;34174;34076;34053
6077208,62022,7,231353;231332;231345;231355;244973;231365;231339,34136;34112;34170;34165;34174;34053;34163
6328260,120551,0,,
6077289,4587,0,,
6077325,65980,0,,
6077342,35154,0,,
6077348,63662,7,231332;231299;231345;231355;244973;231338;231365,34112;34149;34170;34165;34174;34076;34053
6077385,60130,0,,
6077421,47838,0,,
6077450,16643,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6077464,46465,0,,
6077504,43087,7,231332;231299;231345;231355;244973;231338;231365,34112;34149;34170;34165;34174;34076;34053
6077516,100702,0,,
6077534,42427,6,231353;231332;231299;231345;231355;244973,34149;34112;34170;34136;34165;34174
6077538,46025,6,231332;231299;244973;231338;231365;231339,34149;34112;34076;34163;34053;34174
6077540,54994,1,272895,34179
6077576,119868,0,,
6077596,30748,6,231332;231299;231345;231355;231338;231365,34149;34112;34076;34170;34165;34053
6077604,53211,7,231332;231299;231345;231355;244973;231338;231365,34112;34149;34170;34165;34174;34076;34053
6077612,6940,0,,
6077659,45709,0,,
6077669,2613,6,231332;231299;231345;231355;244973;231365,34149;34112;34170;34165;34053;34174
6077686,5586,0,,
6077712,47862,0,,
6077725,119695,2,231338;231339,34076;34163
6077751,107067,0,,
6077801,41417,0,,
6077823,121506,6,231332;231299;231345;231325;231338;231365,34149;34164;34112;34076;34170;34053
6077845,115958,0,,
6077850,64839,1,272895,34179
6077865,38533,1,231339,34163
6077870,66341,0,,
6077896,39245,6,231332;231345;231325;244973;231338;231365,34164;34112;34076;34170;34053;34174
6077938,141485,7,231332;231299;231345;231325;244973;231365;231339,34112;34149;34170;34164;34174;34053;34163
6077954,1209,2,231299;231338,34149;34076
6077968,35686,7,231332;231299;231345;231355;244973;231338;231365,34112;34149;34170;34165;34174;34076;34053
6077980,5197,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6077994,44870,6,231353;231332;231345;231355;244973;231365,34112;34170;34136;34165;34053;34174
6078009,63940,0,,
6078012,34680,7,231353;231332;231345;231325;231355;244973;231365,34136;34112;34170;34164;34165;34174;34053
6078050,43118,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6078100,23420,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6078124,99017,0,,
6078140,32310,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6078146,116001,0,,
6078156,77240,6,231353;231332;231345;231355;244973;231338,34112;34076;34170;34136;34165;34174
6078176,108534,0,,
6078201,141206,0,,
6078204,86811,0,,
6078205,123380,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
6078211,39719,6,231353;231332;231345;231355;231338;231365,34112;34076;34170;34136;34165;34053
6078246,12468,0,,
6078287,40350,6,231299;231325;231332;231338;231345;244973,34149;34164;34112;34076;34170;34174
6078288,24397,0,,
6078300,130119,0,,
6078305,95314,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6078318,25437,0,,
6078341,95066,0,,
6078355,52912,5,231332;231345;231325;244973;231338,34164;34112;34076;34170;34174
